operation, x, y, z, xtype, ytype, ztype, xunit, yunit, zunit
CUDA Host Register, 1024, 2.651000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 1024, 115.035217, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 1024, 8843786, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 38316352, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 1.034000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1024, 31.890076, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1024, 370336, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 2416372, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 0.994000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1024, 32.720032, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1024, 400117, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 3244295, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 2.638000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 1024, 116.122986, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 1024, 9100011, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 38503024, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 1.032000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1024, 31.400635, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1024, 219074, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 1988701, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 0.994000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1024, 30.057251, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1024, 222517, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 2123833, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 2.632000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 1024, 115.095825, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 1024, 8943766, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 38428529, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 1.032000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1024, 31.639221, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1024, 218009, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 1837267, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 0.993000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1024, 30.026001, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1024, 221914, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 2095232, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 2.639000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 1024, 114.677612, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 1024, 8908985, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 38240320, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 1.030000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1024, 31.491394, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1024, 216239, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 2015451, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 0.997000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1024, 29.993164, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1024, 238294, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 2207928, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 2.653000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 1024, 114.443726, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 1024, 8860977, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 1024, 38298039, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 1.032000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1024, 31.203552, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1024, 201398, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1024, 1938273, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 0.996000, miml, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1024, 30.513245, miml, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1024, 261633, miml, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1024, 2246303, miml, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.263000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 10.023682, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3014495, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 4897126, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.029000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.983276, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 379552, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1658984, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.952759, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 288792, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1674004, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.563000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.279907, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 4127238, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 10611161, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.029000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.808838, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 243922, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1515329, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.998000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.322815, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 165078, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1271717, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.580000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.496338, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3638827, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 11098673, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.605042, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 275684, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1523522, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 30.483459, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 300229, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2032231, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.058000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 1.829834, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 1169142, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 1642485, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.029000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.782227, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 265943, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1276098, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 30.346558, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 296471, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1882574, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.052000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 1.530151, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 1123871, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 1586516, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.029000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.721741, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 233597, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1379635, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 30.763672, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 302874, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2059730, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.051000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 1.559143, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 1187918, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 1658004, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.029000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.718079, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 238595, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1194104, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.384155, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 210730, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1218036, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.065000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 1.905762, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 1223180, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 1885742, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.232971, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 223796, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1214796, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.180481, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 208525, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1226026, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.524000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 20.479492, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3321608, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 8338302, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.479736, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 389854, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2932098, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 31.771301, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 411310, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2613384, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.440000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 16.900452, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 2854883, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 9033613, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.757446, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 228783, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1388897, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.583557, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 250570, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1409111, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.063000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 2.021790, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 1174433, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 1749619, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.720459, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 212418, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1098529, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.370667, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 222966, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1270201, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.554000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.319458, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3289698, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 10001701, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.030000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 31.924133, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 288939, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2022927, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.988000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.369019, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 261998, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1349723, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.056000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 1.696350, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 1098562, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 1621499, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 30.027405, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 252027, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1289617, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 31.187317, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 528669, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2481141, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.046000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 1.418030, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 1027291, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 1441841, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.032000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.675720, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 282724, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1432616, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 30.948547, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 310464, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2140001, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.564000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.195984, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3134636, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 10697710, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.029000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 30.087830, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 230385, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1441897, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.339661, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 215695, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1259087, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.558000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.114258, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3189267, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 10569818, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.893433, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 292376, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1497872, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.265076, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 239853, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1292995, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.569000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.331604, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3667574, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 11080667, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.092896, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 796000, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 5004282, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 31.634705, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 471757, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3403027, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.564000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.138855, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3317136, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 10653272, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.437561, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 242888, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1327497, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.988000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.362122, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 209241, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1218096, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.564000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.415894, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3650160, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 10952203, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 30.082581, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 402049, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1906629, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.238342, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 205247, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1229960, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.560000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 21.207092, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 3230463, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 10911305, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 31.734314, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 317433, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2281216, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 28.197510, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 235292, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1276995, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 0.094000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 2048, 3.488831, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 2048, 1274247, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 2048, 2165411, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.028000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 29.694397, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 213091, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1118269, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
